Rank,Name,Score,Link,Avatar
38,Craig Gidney,1365,https://github.com/Strilanc,https://avatars.githubusercontent.com/u/79941?v=4
40,(anonymous user #44119),1361,,
41,LukasGelbmann,1349,https://github.com/LukasGelbmann,https://avatars.githubusercontent.com/u/34147627?v=4
42,gengkev (AoC++),1345,https://github.com/gengkev,https://avatars.githubusercontent.com/u/548628?v=4
43,bcc32 (AoC++),1338,https://github.com/bcc32,https://avatars.githubusercontent.com/u/1239097?v=4
44,Sam Cappleman-Lynes,1335,,https://avatars.githubusercontent.com/u/17862382?v=4
45,Jimmy Mårdell (AoC++),1333,,https://lh3.googleusercontent.com/a/ALm5wu2tM6FJsT1SlksLe-4MHqBXZ6jNUyjmdRKtaplcAKE=s96-c
46,Cyprien Mangin,1325,,https://lh3.googleusercontent.com/a/ACg8ocI2CVwD5EIEHpIHupkLnC4t0qA_Du5la0s0hvQFBWfLgA=s96-c
47,Martin Camacho (AoC++),1323,https://github.com/mcamac,https://avatars.githubusercontent.com/u/461009?v=4
48,Matthew Ramina,1320,https://github.com/mattr555,https://avatars.githubusercontent.com/u/4411471?v=4
49,mcpower,1310,https://github.com/mcpower,https://avatars.githubusercontent.com/u/6015058?v=4
50,jkseppan (AoC++) (Sponsor),1301,https://github.com/jkseppan,https://avatars.githubusercontent.com/u/92814?v=4
51,Green Lightning (AoC++),1294,https://github.com/GreenLightning,https://avatars.githubusercontent.com/u/1459067?v=4
52,GregorKikelj,1293,https://github.com/GregorKikelj,https://avatars.githubusercontent.com/u/96022003?v=4
53,Erik Amirell Eklöf,1282,https://github.com/Eae02,https://avatars.githubusercontent.com/u/23399946?v=4
54,Søren Fuglede Jørgensen,1264,https://github.com/fuglede,https://avatars.githubusercontent.com/u/6169306?v=4
55,Joshua Wise (AoC++),1238,,https://avatars.githubusercontent.com/u/87427?v=4
56,Max Murin,1236,,https://avatars.githubusercontent.com/u/18634257?v=4
57,Lovemathboy H,1226,,https://lh3.googleusercontent.com/a/ACg8ocKc_UMEE3JxZPEEs4OXMYzfNfexix16_Wn3Lvb9sVWkHt4=s96-c
58,Colton Pauderis (AoC++),1222,,https://lh3.googleusercontent.com/a/ACg8ocK-USv3WLUW97SptQZ0vPf6FnhvTzzkoYoChLGqbMsHhw=s96-c
59,sparkyb (AoC++),1220,https://github.com/sparkyb,https://avatars.githubusercontent.com/u/558826?v=4
60,Magnus Holm,1186,https://github.com/judofyr,https://avatars.githubusercontent.com/u/499?v=4
61,Kevin Yap (AoC++),1159,https://github.com/iKevinY,https://avatars.githubusercontent.com/u/2434728?v=4
62,seligman99 (AoC++),1104,,
63,Max Jäger (AoC++),1102,,https://lh3.googleusercontent.com/a/ACg8ocIu7NfD1UK8V7_Mh0uhqsTVWqe8Z3RD9VUS1P_VbzzKIU3Z=s96-c
64,Unihedron (AoC++),1093,https://github.com/Unihedro,https://avatars.githubusercontent.com/u/5595067?v=4
65,msullivan (AoC++),1084,https://github.com/msullivan,https://avatars.githubusercontent.com/u/340349?v=4
66,ExpHP,1073,https://github.com/ExpHP,https://avatars0.githubusercontent.com/u/1411280?v=4
67,tbodt,1068,https://github.com/tbodt,https://avatars.githubusercontent.com/u/5678977?v=4
68,alcatrazEscapee,1054,https://github.com/alcatrazEscapee,https://avatars.githubusercontent.com/u/35673674?v=4
69,(anonymous user #60233) (AoC++),1047,,
70,val tron,1038,,https://lh3.googleusercontent.com/a/ACg8ocL4dTmnSqH8-n83jgd2Z--Nws2k5otrLANjBdB-DsqQ=s96-c
71,Holden Watson,1031,,https://lh3.googleusercontent.com/a/AEdFTp6qq5Gs10cTpELjsujC1UPn4mFoqJrGFbPdjqtkjQ=s96-c
72,Jennifer Zhou,1029,https://github.com/25519,https://avatars.githubusercontent.com/u/23331326?v=4
72,Erik Szalay,1029,,https://lh3.googleusercontent.com/a/ACg8ocI_S2Xtu-TLPDnwMxufoiNfOH0TvI2kHkn8QvLRY66h=s96-c
74,awychong,998,,https://avatars.githubusercontent.com/u/34116799?v=4
75,andy-k,959,,https://avatars.githubusercontent.com/u/4179698?v=4
76,Yoshiap,944,,https://avatars.githubusercontent.com/u/575555?v=4
77,Matt Bradley,935,https://github.com/mattbradley,https://avatars.githubusercontent.com/u/819253?v=4
78,Starwort,922,https://github.com/Starwort,https://avatars.githubusercontent.com/u/16487249?v=4
79,mikecheb,920,,https://avatars.githubusercontent.com/u/250171?v=4
80,Waffle,910,,https://lh3.googleusercontent.com/a/ACg8ocJtlTGzv7hOHs2HEoJfJzjco50nVFhLnLDnnhqTvDmLUg=s96-c
81,Joel Jonsson (AoC++),899,https://github.com/joeljons,https://avatars.githubusercontent.com/u/1818806?v=4
82,Kevin Wang,889,https://github.com/VitamintK,https://avatars.githubusercontent.com/u/1139798?v=4
83,(anonymous user #402645),888,,
84,Andrey Anurin (AoC++),879,,https://lh3.googleusercontent.com/a/ACg8ocLOnbaA8Lg0SmfjMhG3jXGYfl8Mf1iQtd5igF39S9ksarhf=s96-c
85,katrinafyi,853,https://github.com/katrinafyi,https://avatars.githubusercontent.com/u/39479354?v=4
86,sburuiana (AoC++),852,https://github.com/sburuiana,https://avatars.githubusercontent.com/u/17294527?v=4
87,Michael Fogleman (AoC++),848,https://github.com/fogleman,https://avatars.githubusercontent.com/u/520208?v=4
88,Jerry Chen,843,,https://lh3.googleusercontent.com/a/AAcHTtfpk0h-psiW5xwO9e7U7ta0gtulfDpu9xgyGxQb=s96-c
89,Lance Nathan,842,,https://avatars.githubusercontent.com/u/1123113?v=4
90,Sahil Kochar,836,,https://lh3.googleusercontent.com/a/ALm5wu0YZcf5-CyeqvNpBd_lZTWnBsfsEn-a2XhoaLYrHg=s96-c
91,Chris Mohr (AoC++),825,https://github.com/ChrisPMohr,https://avatars.githubusercontent.com/u/4406927?v=4
91,Bartosz Szreder,825,,https://lh3.googleusercontent.com/a/ACg8ocITUS2Sd194e3Ahm_EkHYziN7MZVbyQ92zHRmxYbsZh=s96-c
93,penteract (AoC++),810,https://github.com/penteract,https://avatars.githubusercontent.com/u/1868537?v=4
94,Graham White,805,,https://lh3.googleusercontent.com/a/ACg8ocKb4Opp1cy40sRDjikzbmOCDSLwrdH0Wg35uqYMBOBgIg=s96-c
95,Måns Magnusson,798,https://github.com/exoji2e,https://avatars.githubusercontent.com/u/2479779?v=4
96,VeeArr (AoC++),797,,
97,(anonymous user #230381),793,,
98,jamie,791,https://github.com/jamie,https://avatars.githubusercontent.com/u/1093?v=4
99,MarshallOfSound,779,https://github.com/MarshallOfSound,https://avatars.githubusercontent.com/u/6634592?v=4
99,Kroppeb,779,https://github.com/Kroppeb,https://avatars.githubusercontent.com/u/7889478?v=4
101,jhawthorn (AoC++),765,https://github.com/jhawthorn,https://avatars.githubusercontent.com/u/131752?v=4
102,(anonymous user #380),749,,
103,Kate Miháliková (AoC++),746,https://github.com/katemihalikova,https://avatars.githubusercontent.com/u/7225023?v=4
104,Jonathan Rupp,728,https://github.com/jorupp,https://avatars.githubusercontent.com/u/3874909?v=4
105,Robert Tupelo-Schneck,717,,https://lh3.googleusercontent.com/a/ACg8ocJ5EYIFVjBHbl2xa4RNjYliMJwWHOnvsTeidJDVqtU6DyA=s96-c
106,sguest (AoC++),714,https://github.com/sguest,https://avatars.githubusercontent.com/u/5026610?v=4
107,Igor Naverniouk (AoC++),707,,https://lh3.googleusercontent.com/a-/AOh14Gjfs47slyY6yRHGCSVcYDVFLnxsXz5tmBbr5wg15Q=s96-c
108,drougge (AoC++),704,https://github.com/drougge,https://avatars.githubusercontent.com/u/541703?v=4
108,crazymerlyn,704,https://github.com/crazymerlyn,https://avatars.githubusercontent.com/u/6919679?v=4
110,Snild Dolkow,682,,https://lh3.googleusercontent.com/a/ACg8ocLK8coqyRa_Lcb6ciXyv3WeaFgmJDtaGW6rOxiZmnw1M10=s96-c
111,Niak,677,,https://lh3.googleusercontent.com/a/AAcHTtfX5Xry2pxgJPBRPSieh0ViIh3IC34DxNtfwowzAg=s96-c
112,Emily Dobervich,667,,https://avatars.githubusercontent.com/u/240689?v=4
113,iTODDLERS-BTFO,663,https://github.com/iTODDLERS-BTFO,https://avatars0.githubusercontent.com/u/58968312?v=4
114,Ryan Fitzgerald,660,https://github.com/rf-,https://avatars.githubusercontent.com/u/345106?v=4
115,coolcomputery,650,https://github.com/coolcomputery,https://avatars.githubusercontent.com/u/52200199?v=4
116,Tim Vermeulen (AoC++),648,https://github.com/timvermeulen,https://avatars.githubusercontent.com/u/2904179?v=4
117,jtbandes (AoC++),643,https://github.com/jtbandes,https://avatars.githubusercontent.com/u/14237?v=4
118,12Me21,641,,https://avatars.githubusercontent.com/u/4053256?v=4
119,HiggstonRainbird,640,https://github.com/HiggstonRainbird,https://avatars.githubusercontent.com/u/16310013?v=4
120,Andreas Hansson,638,,https://lh3.googleusercontent.com/-HoDEorQkRBs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnV_on7WytqzWfyz-oFjQGsCOoxLA/s96-c/photo.jpg
121,Paul Martinez (AoC++),627,,https://lh3.googleusercontent.com/a/ACg8ocJDxQYb_dYqZaidTyRh4qlpAaOrdtwv2YfrHWr8qkq57w=s96-c
122,Adam Gausmann,610,https://github.com/agausmann,https://avatars.githubusercontent.com/u/6611767?v=4
122,msc-27 (AoC++),610,https://github.com/msc-27,https://avatars.githubusercontent.com/u/45511102?v=4
124,Liresol,601,,https://avatars.githubusercontent.com/u/16006418?v=4
125,nshepperd,597,https://github.com/nshepperd,https://avatars.githubusercontent.com/u/406019?v=4
126,AleksMat,593,https://github.com/AleksMat,https://avatars.githubusercontent.com/u/9626750?v=4
127,lukechampine,579,https://github.com/lukechampine,https://avatars.githubusercontent.com/u/3344749?v=4
128,Ryan Norris,576,https://github.com/rynorris,https://avatars.githubusercontent.com/u/3620166?v=4
129,James Arruda,567,,https://avatars.githubusercontent.com/u/31418520?v=4
130,Matthew Reeder,565,,https://lh3.googleusercontent.com/a/ACg8ocLfkdTT5NsWn92tVP2Yqvgfzl4VRZ9U2EcjMfiZFA27=s96-c
131,Chris Trevisan,547,,https://lh3.googleusercontent.com/a-/AOh14GjlD4BQAoxNyoiGTC9tasadUkjbcPjtzbJX3LoD=s96-c
132,Michael Goldwasser,544,,https://avatars.githubusercontent.com/u/3654371?v=4
133,akalin,538,https://github.com/akalin,https://avatars.githubusercontent.com/u/425576?v=4
133,(anonymous user #798131),538,,
135,Edward Keyes (AoC++),535,,https://lh3.googleusercontent.com/a/ALm5wu39O816xPyI9Efu49563wckJ-eH0CayKSysd8Uyhw=s96-c
136,Tom Sirgedas,529,,https://lh5.googleusercontent.com/-JSXmJZgEV9o/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnXymTHNX0dFnlGg35ju1RwqyyZ3Q/s96-c/photo.jpg
137,Arios16,514,https://github.com/Arios16,https://avatars3.githubusercontent.com/u/13740658?v=4
138,dan144 (AoC++),509,https://github.com/dan144,https://avatars.githubusercontent.com/u/8737544?v=4
139,awesomelemonade,508,https://github.com/awesomelemonade,https://avatars.githubusercontent.com/u/2813482?v=4
140,Nathan Shirley,502,,https://lh3.googleusercontent.com/a-/AAuE7mAoFtHMgQSPf3N8YCaJrK9aTCiAEePORj-HJf2YGg
140,0e4ef622,502,https://github.com/0e4ef622,https://avatars.githubusercontent.com/u/8326135?v=4
140,smartspot2,502,,https://avatars.githubusercontent.com/u/22699619?v=4
143,cjquines,500,https://github.com/cjquines,https://avatars.githubusercontent.com/u/3197784?v=4
144,gwillen (AoC++),499,https://github.com/gwillen,https://avatars.githubusercontent.com/u/458997?v=4
144,the-glu,499,,https://avatars.githubusercontent.com/u/4920043?v=4
146,bradleysigma,493,,https://avatars.githubusercontent.com/u/42644678?v=4
147,(anonymous user #289309),492,,
148,Eric Tzeng,491,,https://avatars.githubusercontent.com/u/833004?v=4
149,huzecong (AoC++),489,https://github.com/huzecong,https://avatars.githubusercontent.com/u/5766101?v=4
149,Mathias Bæk Tejs Langhede,489,,https://lh3.googleusercontent.com/a/ACg8ocJZWlSfABXhaTKEFLZcqORw4ff3D4A1qoDAyVQgoOUh=s96-c
151,Tautvydas Žilys,480,,https://lh3.googleusercontent.com/a/ACg8ocLLesuIZyDHEThvXM2hRejvQJX7qtssV9YTgfAgTFYQ=s96-c
152,tomtheisen,479,https://github.com/tomtheisen,https://avatars.githubusercontent.com/u/2049910?v=4
153,(anonymous user #685733),474,,
154,Alex Cornellier,470,,https://lh3.googleusercontent.com/a/ALm5wu2p_jQuSjf0TXwggHlyQ_GH7n8OTa2WWOkqAP5Wfg=s96-c
155,kajott,464,https://github.com/kajott,https://avatars.githubusercontent.com/u/18756274?v=4
156,(anonymous user #618035),462,,
157,angus-g (AoC++),461,,https://avatars.githubusercontent.com/u/11085886?v=4
158,hltk,455,,
159,(anonymous user #733186),451,,
160,Pakkapong Sricharoen,449,,https://lh3.googleusercontent.com/a/ACg8ocKAWINyT0YPn7DnnEZ7C4wcQ95f1eK3-bXH7K4ke-0eAg=s96-c
161,Peter Han,447,https://github.com/peterhaneve,https://avatars0.githubusercontent.com/u/29011570?v=4
162,icicl,443,,https://avatars.githubusercontent.com/u/37204445?v=4
163,Rustywolf,438,,https://avatars.githubusercontent.com/u/1646546?v=4
164,Oleg Rudenko,433,,https://lh3.googleusercontent.com/a/ACg8ocJPNaEsDyXWLTSHO0vpYcvAjZu8RyTzXOYw0ed5vPuYLA=s96-c
165,Nick Frost (AoC++),428,https://github.com/slashnick,https://avatars.githubusercontent.com/u/839071?v=4
165,ruuddotorg,428,,https://avatars.githubusercontent.com/u/3401028?v=4
167,msg555,426,,https://avatars.githubusercontent.com/u/771072?v=4
168,Zeyu Chen,422,https://github.com/zecookiez,https://avatars.githubusercontent.com/u/13069724?v=4
169,(anonymous user #390615),421,,
169,sswingle,421,https://github.com/sswingle,https://avatars.githubusercontent.com/u/7739220?v=4
171,mingmingrr,420,,https://avatars.githubusercontent.com/u/12855406?v=4
172,Kragnir,419,,
172,Springo,419,https://github.com/Springo,https://avatars.githubusercontent.com/u/6750671?v=4
174,epriestley,417,https://github.com/epriestley,https://avatars.githubusercontent.com/u/102631?v=4
175,joefarebrother,413,https://github.com/joefarebrother,https://avatars.githubusercontent.com/u/5400608?v=4
176,Zack Chroman,411,,https://lh3.googleusercontent.com/a/ACg8ocLlGth0htccyrMUAuYasVDMsUEGTFWNt7XWxUD_-_J5Wkw=s96-c
176,(anonymous user #198392),411,,
176,Joey Marianer,411,https://github.com/jmarianer,https://avatars.githubusercontent.com/u/20607141?v=4
179,Shane Mc Cormack (AoC++),409,https://github.com/ShaneMcC,https://avatars.githubusercontent.com/u/189723?v=4
179,mateoeh,409,https://github.com/mateoeh,https://avatars.githubusercontent.com/u/17954071?v=4
181,Han Mertens,404,,https://lh3.googleusercontent.com/a/ACg8ocITtMqGt92VNu_Jhme-RVPA-LsQR2hJhhkUZ4550CJwxaI=s96-c
182,jorisvr,403,https://github.com/jorisvr,https://avatars.githubusercontent.com/u/6183894?v=4
183,connorjayr,395,https://github.com/connorjayr,https://avatars.githubusercontent.com/u/5413757?v=4
184,Jarik Rens,392,,https://lh6.googleusercontent.com/-p_QW8CAx7Vc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdyTPj9BI_ZWFIZqJh92rJLXnnpvw/photo.jpg
185,Samu Jussila,391,,https://lh3.googleusercontent.com/a/ACg8ocJJC-xN1pbIuBftNnP0aFVAlEwSNQody4ykmk5iN9W5yBw=s96-c
186,(anonymous user #260995),390,,
187,Neal Wu,389,https://github.com/nealwu,https://avatars.githubusercontent.com/u/726075?v=4
188,Elmer Le,386,,https://lh3.googleusercontent.com/a/ACg8ocKXbgqvQBJMscO9fk1OdsA0dna1t7rYeKEsYDtmIIog7Q=s96-c
189,Daniel Rejment,385,https://github.com/rejment,https://avatars.githubusercontent.com/u/522718?v=4
190,Ikusaba-san,382,https://github.com/Ikusaba-san,https://avatars3.githubusercontent.com/u/23408775?v=4
191,Daniel Taylor,369,,https://lh3.googleusercontent.com/a/ACg8ocLaNO_MgbypboW2JFXmclrwSgvTcSWVYGD8CER2xJSJ=s96-c
192,(anonymous user #385893),366,,
193,Ivan Galakhov (AoC++),364,https://github.com/igalakhov,https://avatars.githubusercontent.com/u/25856165?v=4
194,sdamashek,359,https://github.com/sdamashek,https://avatars0.githubusercontent.com/u/2236303?v=4
195,Kaynato,357,https://github.com/Kaynato,https://avatars0.githubusercontent.com/u/9996642?v=4
196,Gabriel Kanegae,351,https://github.com/KanegaeGabriel,https://avatars.githubusercontent.com/u/10405276?v=4
197,ethankward,348,,https://avatars0.githubusercontent.com/u/14932247?v=4
197,Angrevol,348,,https://avatars.githubusercontent.com/u/9122409?v=4
199,Sahil Bhasin,344,,https://lh4.googleusercontent.com/-gyf4N2tFPsc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckMb0-MIKqHaAKB3J-2mBrv8UAl9w/s96-c/photo.jpg
199,peter50216,344,https://github.com/peter50216,https://avatars.githubusercontent.com/u/891109?v=4
201,Arrowbounce,339,,https://lh3.googleusercontent.com/a/ACg8ocJDaDXFRL-_C6dBCPFAldsHAC1R473B6jMp-dxGjCvw=s96-c
201,jeremyyap,339,https://github.com/jeremyyap,https://avatars.githubusercontent.com/u/4056819?v=4
203,Sampriti Panda,335,https://github.com/sampritipanda,https://avatars.githubusercontent.com/u/1736001?v=4
204,Roderic Day,334,https://github.com/RodericDay,https://avatars.githubusercontent.com/u/6867226?v=4
205,Chad Keever,333,,https://lh3.googleusercontent.com/a/AEdFTp5uwNK182fC4FLDBbAhhbnVA0o7mp_gTNOwxUpB=s96-c
206,jorendorff (AoC++),332,https://github.com/jorendorff,https://avatars.githubusercontent.com/u/283361?v=4
207,Asger Hautop Drewsen (AoC++),331,https://github.com/tyilo,https://avatars.githubusercontent.com/u/568036?v=4
208,ncfavier,330,https://github.com/ncfavier,https://avatars.githubusercontent.com/u/4323933?v=4
209,Thomas Feld,328,,https://lh3.googleusercontent.com/a/ACg8ocKMw_hMbtmRmrO0OZYoLqyrDmjVgqRBsEkAtEYuxmgE7A=s96-c
209,Victor Pontis (AoC++),328,https://github.com/vpontis,https://avatars.githubusercontent.com/u/1319079?v=4
211,Winston Ewert,327,,https://lh3.googleusercontent.com/a/ALm5wu1BYSnkWWaVEXQMfcCDB19rFOQW-AIoXuDz1EsN2w=s96-c
212,Timothy Aveni,324,,https://lh3.googleusercontent.com/a-/AAuE7mAxEmBKI0fK6gB7kz-TOdkFV1TgLkgjRJb9b3Pi_Pw
213,(anonymous user #233439),321,,
214,Michael Grossfeld,319,,https://lh3.googleusercontent.com/a/ACg8ocKNMudkTpV4SizRgYOb27x56eZyCD1EPjTRl8hGgK2fIuQ=s96-c
215,Elliot Nelson (AoC++),318,https://github.com/elliot-nelson,https://avatars.githubusercontent.com/u/58273?v=4
216,Javier Marinkovic,316,,https://lh3.googleusercontent.com/a/AEdFTp5kl_M5MhO3EFIH-Vi-5Eu1vGkQuZkEiF71-IC9=s96-c
217,(anonymous user #18180),312,,
218,(anonymous user #678753),309,,
219,Matthew Ellsworth,308,,https://lh3.googleusercontent.com/a/ACg8ocJKWK4VYRxUzjoKXHPjqKdf6yLogbnzZ1GAd9llEfKzmOU=s96-c
219,(anonymous user #204638) (AoC++),308,,
221,Maciej Goszczycki (AoC++),303,https://github.com/maciej-irl,https://avatars.githubusercontent.com/u/2553960?v=4
222,asottile,298,https://github.com/asottile,https://avatars.githubusercontent.com/u/1810591?v=4
223,Brian Bucklew (AoC++),297,,https://lh3.googleusercontent.com/a/ACg8ocLlwEL7Aww1vYiz8eGN_lTyJcGiIW4yzear5cEZiAX2Eg=s96-c
224,twattanawaroon,291,,https://avatars.githubusercontent.com/u/5386360?v=4
225,Matthew Merrill,282,https://github.com/MatthewMerrill,https://avatars.githubusercontent.com/u/5248800?v=4
226,Alexander Udalov,281,https://github.com/udalov,https://avatars.githubusercontent.com/u/292714?v=4
227,(anonymous user #680872),279,,
228,skyhawk33,277,,https://avatars.githubusercontent.com/u/17090342?v=4
229,malisper,273,https://github.com/malisper,https://avatars.githubusercontent.com/u/6210567?v=4
230,scaredginger,264,,https://avatars.githubusercontent.com/u/14135445?v=4
231,jcmoyer,261,https://github.com/jcmoyer,https://avatars.githubusercontent.com/u/1007628?v=4
232,Kevin Yim,260,,https://lh5.googleusercontent.com/-dxYjff5myv4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf8nNs89rmY9LTsog2J9JAmnWJdhA/photo.jpg
233,Branimir Filipović,259,,https://lh3.googleusercontent.com/a/ACg8ocIjrz2_sMSDC7ToxPlOOVB1VdegCvQtkbO6EMqdZqoJ724=s96-c
233,bwakell,259,https://github.com/bwakell,https://avatars.githubusercontent.com/u/1362321?v=4
235,Sviridov Sergey,253,https://github.com/sviridovs,https://avatars.githubusercontent.com/u/1692150?v=4
236,ephemient (AoC++),251,https://github.com/ephemient,https://avatars.githubusercontent.com/u/1057382?v=4
237,Samo Kralj,250,,https://lh3.googleusercontent.com/a/ACg8ocJslr8GPCnJYj9h_9_1mY2fC514oZZ94ScgzKVY9Lt4jbQ=s96-c
238,m4tx,249,https://github.com/m4tx,https://avatars.githubusercontent.com/u/3128220?v=4
239,jes,248,https://github.com/jes,https://avatars.githubusercontent.com/u/297425?v=4
240,Santiclause,246,https://github.com/Santiclause,https://avatars.githubusercontent.com/u/1157323?v=4
240,Jonathan Skeate,246,,https://lh3.googleusercontent.com/a-/AAuE7mBKPYBAzfReYtz48R2SET3F5x8fOt_yym2-Rhsu
242,ben blum,245,https://github.com/bblum,https://avatars.githubusercontent.com/u/1820515?v=4
243,kejadlen (AoC++),240,https://github.com/kejadlen,https://avatars.githubusercontent.com/u/8639?v=4
244,Barret Rennie,235,https://github.com/brennie,https://avatars.githubusercontent.com/u/156585?v=4
245,GlenboLake,233,,https://avatars.githubusercontent.com/u/1087928?v=4
245,Eric Yang,233,,https://lh3.googleusercontent.com/a-/AOh14GhPdC50oJQ4JC1SQQhHbbD4bflui1f94MPmzbtjrw=s96-c
245,Patrick Johannessen (AoC++),233,https://github.com/PJohannessen,https://avatars.githubusercontent.com/u/246003?v=4
248,(anonymous user #289486),231,,
248,kacredolo,231,https://github.com/kacredolo,https://avatars.githubusercontent.com/u/8829008?v=4
250,leaen,230,,https://avatars.githubusercontent.com/u/2216177?v=4
251,(anonymous user #194064),227,,
252,Tyler Zhang,226,,https://avatars.githubusercontent.com/u/22255669?v=4
252,Matthew Everett (AoC++),226,,https://lh3.googleusercontent.com/a/ACg8ocIhbgIT7fh1vIY-9EnUM43JaQ0h9vHNzqlk3OHP8_h2=s96-c
254,Jinpyo Kim,225,,https://lh3.googleusercontent.com/a-/AOh14GgzJPvkrn9gb9T4-rnscWZCOSk1i4-UI2KckX4T=s96-c
254,Chris Lambert,225,https://twitter.com/clamsice,http://pbs.twimg.com/profile_images/1216545237465739264/h3viLvej.jpg
256,HansAnonymous,220,https://github.com/HansAnonymous,https://avatars.githubusercontent.com/u/4155748?v=4
257,daviecar,219,,https://lh3.googleusercontent.com/a/AEdFTp4bANbDncrBjw68hBrvK2swif1RLQeuZt56W1c-Xg=s96-c
257,Ed j,219,,https://lh3.googleusercontent.com/a/AATXAJxTkkT6vFL8ZmKs59UPm2s0X1bB1j3iLlTc7skg=s96-c
259,Keypad SDM,218,,https://lh3.googleusercontent.com/a/AGNmyxYstrx4VxTSRjmUmWsIKxkTKt6frRmQsJbLZtbI=s96-c
260,(anonymous user #334314),217,,
260,Matias Goldfeld,217,,https://avatars.githubusercontent.com/u/7518432?v=4
262,(anonymous user #676217),216,,
263,pfg,212,https://github.com/pfgithub,https://avatars.githubusercontent.com/u/6010774?v=4
264,Toni Fadjukoff (AoC++),210,,https://avatars.githubusercontent.com/u/777453?v=4
