Rank,Name,Score,Link,Avatar
42,orez-,1077,https://github.com/orez-,https://avatars.githubusercontent.com/u/1037028?v=4
43,Elliott Sales de Andrade,1063,https://github.com/QuLogic,https://avatars.githubusercontent.com/u/302469?v=4
44,Caleb Robinson,1047,https://github.com/calebrob6,https://avatars.githubusercontent.com/u/1088078?v=4
45,David Grenier,987,,https://lh4.googleusercontent.com/-ZVKoleb5SE0/AAAAAAAAAAI/AAAAAAAAAGU/cIXhAxdF5gQ/photo.jpg
46,Stuart MacGillivray (AoC++),973,,https://lh3.googleusercontent.com/a/ACg8ocJiVEUwcr6uHW9slvudJcO-xt9QLsMGgT-UgAgFu1rG0Q=s96-c
47,jtbandes,972,https://github.com/jtbandes,https://avatars.githubusercontent.com/u/14237?v=4
48,stringham,959,https://github.com/stringham,https://avatars.githubusercontent.com/u/1206952?v=4
49,lukechampine,931,https://github.com/lukechampine,https://avatars.githubusercontent.com/u/3344749?v=4
50,(anonymous user #7648),929,,
51,Raven Black,924,,https://lh4.googleusercontent.com/-GOtE4_IDM78/AAAAAAAAAAI/AAAAAAAAAEI/L1PA8rWoAxk/photo.jpg
52,Avery Crespi,922,https://github.com/averycrespi,https://avatars.githubusercontent.com/u/9702999?v=4
53,Shane Mc Cormack (AoC++),887,https://github.com/ShaneMcC,https://avatars.githubusercontent.com/u/189723?v=4
53,0x0dea,887,,https://avatars.githubusercontent.com/u/11608949?v=3
55,Jeremy Rans,879,,https://lh4.googleusercontent.com/-JvAvvKWmLZM/AAAAAAAAAAI/AAAAAAAAAUE/PWEd09rHJVk/photo.jpg
56,Roderic Day,877,https://github.com/RodericDay,https://avatars.githubusercontent.com/u/6867226?v=4
57,Godspiral,868,,
58,glguy,862,https://github.com/glguy,https://avatars.githubusercontent.com/u/12164?v=4
59,Alex Crimi,854,,https://lh3.googleusercontent.com/a-/AOh14GhDOCE35LeV8HkT_B820TanDQTNBb-U7urugGr81g=s96-c
60,@kejadlen,851,https://twitter.com/kejadlen,http://pbs.twimg.com/profile_images/536761445514350592/VPJGrGyf.png
61,chz16,838,,https://avatars.githubusercontent.com/u/826308?v=3
62,(anonymous user #8336),794,,
63,Jonathan N,787,,https://lh6.googleusercontent.com/-z0zl7IoDbDo/AAAAAAAAAAI/AAAAAAAAB-c/ZCQnmcnZc9E/photo.jpg
64,@Eric_Dykstra,785,https://twitter.com/Eric_Dykstra,http://pbs.twimg.com/profile_images/1059076440501571584/zOdqJq6q.jpg
65,(anonymous user #44119),773,,
66,Angus Lim,765,,https://lh3.googleusercontent.com/a/ACg8ocJduYKC7cbrjQ2FaXPtAYp2S2VjUKLDJ7u_qchqa76o-rQ=s96-c
67,Kesavan Yogeswaran,764,https://github.com/kesyog,https://avatars.githubusercontent.com/u/10927758?v=4
68,@ReadableName,756,,http://pbs.twimg.com/profile_images/505672956169576449/z7TqHAc_.jpeg
69,(anonymous user #31658),753,,
70,Hui Zhou,751,https://github.com/hzhou,https://avatars.githubusercontent.com/u/1496702?v=4
71,DSM,748,,https://avatars2.githubusercontent.com/u/980054?v=4
72,N Murdoch,747,,https://lh3.googleusercontent.com/a/ACg8ocJj8wZrSHxUBhKoN9wxFgKSv96tCY0bIEsvX2GI8Hlg=s96-c
73,Mikachu,745,,https://avatars.githubusercontent.com/u/6101?v=4
74,grencez,744,https://github.com/grencez,https://avatars.githubusercontent.com/u/6280340?v=3
74,Andre LeBlanc,744,,https://lh3.googleusercontent.com/-OLN-wYcyt2s/AAAAAAAAAAI/AAAAAAAAAAA/v8jFj51BjkA/photo.jpg
76,Tyler Bindon,728,,https://lh5.googleusercontent.com/-tuXU-64YmmY/AAAAAAAAAAI/AAAAAAAAB14/YvY8WBMeUQc/photo.jpg
77,dylanhart,703,https://github.com/dylanhart,https://avatars.githubusercontent.com/u/1836899?v=4
78,Spurlock,697,https://github.com/Spurlock,https://avatars0.githubusercontent.com/u/521801?v=4
79,Matthew L. Curry,695,https://github.com/matthewcurry,https://avatars.githubusercontent.com/u/9466890?v=4
80,Caleb Brown,685,,https://lh4.googleusercontent.com/-Np2aaHGF8tI/AAAAAAAAAAI/AAAAAAAAC5M/PZYfa28dJ1c/photo.jpg
81,@xAndy,684,https://github.com/ydnax,https://avatars.githubusercontent.com/u/676264?v=4
81,Kevin Yap,684,https://github.com/iKevinY,https://avatars.githubusercontent.com/u/2434728?v=4
83,Michael Giuffrida,674,,https://lh5.googleusercontent.com/-lih45Khk-fc/AAAAAAAAAAI/AAAAAAAABvg/DUgya6rSbMc/photo.jpg
84,Daniel Rejment,670,https://github.com/rejment,https://avatars.githubusercontent.com/u/522718?v=4
85,(anonymous user #18180),669,,
86,relsqui,663,https://github.com/relsqui,https://avatars.githubusercontent.com/u/1859500?v=3
87,Matthew Semeniuk,661,,https://lh3.googleusercontent.com/a/AEdFTp52kvGcm_Rg2JRDwE6cGH6XBszU90U2Ab_Uuyt5=s96-c
88,Evan Burak,657,https://github.com/evbu,https://avatars0.githubusercontent.com/u/869691?v=4
89,Patrick Carroll,654,,https://lh3.googleusercontent.com/a-/AOh14GgzLrmIEREjlqMvSMGGaOFsQlM9eV60LXpQEHxa
90,RidgeX,649,https://github.com/RidgeX,https://avatars.githubusercontent.com/u/5555168?v=4
91,@geoffcanyon,641,,http://pbs.twimg.com/profile_images/2853792786/1a4e12f9a9d4f25007568ca333aab97f.jpeg
92,fenomas,638,https://github.com/fenomas,https://avatars.githubusercontent.com/u/352373?v=4
92,Arnav Sastry,638,,http://pbs.twimg.com/profile_images/580494039809695744/FzGcdE0x.jpg
94,Peter Ruibal,637,https://github.com/fmoo,https://avatars1.githubusercontent.com/u/143504?v=4
95,Andrey Astrelin,622,,https://lh4.googleusercontent.com/-VdcPA-9JETE/AAAAAAAAAAI/AAAAAAAAAE8/y5YL9Ozw-WQ/photo.jpg
96,hlian,617,https://github.com/hlian,https://avatars.githubusercontent.com/u/63533?v=4
97,epitron,616,https://github.com/epitron,https://avatars.githubusercontent.com/u/16409?v=4
98,elbeno,614,https://github.com/elbeno,https://avatars.githubusercontent.com/u/1673408?v=4
99,jabagawee,608,https://github.com/jabagawee,https://avatars.githubusercontent.com/u/179852?v=4
100,Andrew He,603,,https://lh3.googleusercontent.com/-bCLg3s1Bmro/AAAAAAAAAAI/AAAAAAAABxc/aquyMPtR8yc/photo.jpg
101,Greg Millam,592,,https://avatars.githubusercontent.com/u/12141175?v=3
102,Michal Forišek,590,,https://lh3.googleusercontent.com/a/ACg8ocKzsp18i0TVvhniP5my5eP6n2BAsyHKIQMHnRchznXgQYOM=s96-c
103,bufordsharkley,584,https://github.com/bufordsharkley,https://avatars.githubusercontent.com/u/4923417?v=4
104,Chris Moyer,564,https://twitter.com/CDMoyer,http://pbs.twimg.com/profile_images/421641487051272192/IfEg0PgG.jpeg
105,MrPingouin1,560,,
106,Marco Jäger,554,,https://lh3.googleusercontent.com/a/ACg8ocKThdkvcO-RC_TCBaqe4LhcVE3uvUxvVp7p6N3SKiBrGtDy=s96-c
107,Clayton Hughes,553,,https://lh4.googleusercontent.com/-Ktb-gY3WenY/AAAAAAAAAAI/AAAAAAAADrU/3VXf7fM9hx4/photo.jpg
108,David Wetterau,552,https://github.com/dwetterau,https://avatars.githubusercontent.com/u/2441868?v=4
108,Ian Su,552,,https://lh4.googleusercontent.com/-6Qy0gezjR3k/AAAAAAAAAAI/AAAAAAAAAGY/3wKmANp3pRA/photo.jpg
110,Eli Lipsitz,546,https://github.com/elipsitz,https://avatars.githubusercontent.com/u/552502?v=4
111,Jonathan Ostrander,545,https://github.com/jonathan-ostrander,https://avatars.githubusercontent.com/u/5961416?v=4
112,juju2143,542,https://github.com/juju2143,https://avatars.githubusercontent.com/u/894481?v=3
113,sdt,539,https://github.com/sdt,https://avatars.githubusercontent.com/u/615293?v=4
113,tianyi5309,539,https://github.com/tianyi5309,https://avatars.githubusercontent.com/u/12025225?v=4
115,(anonymous user #286),535,,
116,(anonymous user #6947),527,,
117,Doug Orleans,526,https://github.com/dougo,https://avatars.githubusercontent.com/u/252295?v=4
118,Keegan Carruthers-Smith,524,https://github.com/keegancsmith,https://avatars.githubusercontent.com/u/187831?v=4
119,Ryman,518,,https://avatars.githubusercontent.com/u/994978?v=4
120,(anonymous user #10242),517,,
121,x4A43,513,,
122,Brandon Singer (AoC++),512,https://github.com/synacor-bsinger,https://avatars0.githubusercontent.com/u/1328976?v=4
123,Mark Kahn,510,https://github.com/MarkKahn,https://avatars.githubusercontent.com/u/320562?v=4
123,Jared Neil,510,https://github.com/JaredNeil,https://avatars.githubusercontent.com/u/1205857?v=4
125,Joshua Berne,509,,https://lh3.googleusercontent.com/a/ACg8ocKNEqhbOV3KaWhyXaZoXobQAWPIPjtGQYkJft_VNJNZ=s96-c
126,Tom Saunders,508,,https://lh3.googleusercontent.com/a/ALm5wu176WaFTGbD7f2noI6xVuAcCmCmvDQuTQVguXO_Iw=s96-c
127,Marek Kukan,499,,https://lh3.googleusercontent.com/a/AATXAJwEnSjW0MvvkhnsxwIICV3fgJdsgtE2Gs6vrN3r=s96-c
128,Joel Lathrop,496,,https://lh6.googleusercontent.com/-d2LbB-IkNAA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkn6d4oROtkBvOmL1vqTcNomoRBQ/photo.jpg
128,Corey Maher,496,https://github.com/coreymaher,https://avatars.githubusercontent.com/u/100885?v=4
130,FuriousProgrammer,494,,
130,Benoit Hiller,494,https://github.com/BenoitHiller,https://avatars3.githubusercontent.com/u/843247?v=4
132,gareve,492,https://github.com/gareve,https://avatars2.githubusercontent.com/u/1031137?v=4
133,dragonnyxx,491,,
134,def-,487,https://github.com/def-,https://avatars.githubusercontent.com/u/2335377?v=4
135,Jānis Lībeks,483,,https://lh3.googleusercontent.com/a/ACg8ocLrO7yTQPK7c_yNd3S-AsiThllkmtvLfFw9VX8_SYpPAho=s96-c
136,Robert Offner,478,,https://lh3.googleusercontent.com/a-/AOh14GiNrvjBLXMfH2wTkuMACyvCKxZlY2m_k4sCqj5B=s96-c
136,Thomas Carpenter,478,,https://lh6.googleusercontent.com/-cjDvRalaP3k/AAAAAAAAAAI/AAAAAAAAAJQ/3G-Wi13z4ik/photo.jpg
138,Joshua Orvis,476,,https://lh6.googleusercontent.com/-VReS2-4zLLg/AAAAAAAAAAI/AAAAAAAAXps/BO088gI7RR8/photo.jpg
139,Chris Lefever,475,https://github.com/clefever,https://avatars.githubusercontent.com/u/16208827?v=4
140,Sam Donow,472,https://github.com/drsam94,https://avatars1.githubusercontent.com/u/5340124?v=4
141,SnacksOnAPlane,471,https://github.com/SnacksOnAPlane,https://avatars2.githubusercontent.com/u/125204?v=4
142,@TheMisssingLink,469,,http://pbs.twimg.com/profile_images/1269256695202451456/hRq_HE7i.jpg
143,Dan Seminara,465,,https://lh5.googleusercontent.com/-m0tLgTI6XbU/AAAAAAAAAAI/AAAAAAAAAm4/gtFc7ppGYmU/photo.jpg
144,Clinton Curry,461,,https://lh3.googleusercontent.com/a/AEdFTp6LuG68FYRGNdol7wja1OqbQpMuSiXFw86iYJ0g=s96-c
145,Jacob Dennerlein,457,,https://lh3.googleusercontent.com/a/ACg8ocJajNsorIkvkC_3MYP73K_ES4Nt4r8JvSuvzA48eO0xPes=s96-c
146,notmrregular,456,https://github.com/notmrregular,https://avatars.githubusercontent.com/u/13684236?v=3
147,Hwesta,454,https://github.com/Hwesta,https://avatars.githubusercontent.com/u/3166226?v=4
147,Ben Pearson,454,,https://lh3.googleusercontent.com/a-/AOh14GjTsyEc7NOIR5dEVtzN3ynliCEpptqfxQOi9ZWSow=s96-c
149,Will Killian (AoC++),453,https://github.com/willkill07,https://avatars.githubusercontent.com/u/2007799?v=4
150,RotaryProphet,445,https://github.com/RotaryProphet,https://avatars.githubusercontent.com/u/13052926?v=3
151,starfys,440,,https://avatars2.githubusercontent.com/u/6138955?v=4
152,ns-szhang,438,,https://avatars.githubusercontent.com/u/10506518?v=3
153,Samuel Massinon,435,,https://lh3.googleusercontent.com/a/ACg8ocJBzaalEFnGTfrBbdLqIWkVH7LFmRLx3K-MfbnS8YcqfU2i=s96-c
154,(anonymous user #14246),432,,
155,Evan Hertafeld,430,,https://lh3.googleusercontent.com/a-/AOh14GhYHHrY9rnFcWns8oVjumK7xYeiCiTHOt_rQH74=s96-c
156,tehalynn,428,,
157,Alex Beals,427,https://github.com/dado3212,https://avatars2.githubusercontent.com/u/8919256?v=4
158,adriweb,426,https://github.com/adriweb,https://avatars1.githubusercontent.com/u/660896?v=4
159,Stephen Lester,423,https://github.com/slester,https://avatars.githubusercontent.com/u/104014?v=4
160,aepsilon,422,,https://avatars3.githubusercontent.com/u/8789054?v=4
161,Burritoman53,420,,
162,Pavel Egorov,416,https://github.com/xoposhiy,https://avatars.githubusercontent.com/u/856752?v=4
162,mkigikm,416,https://github.com/mkigikm,https://avatars.githubusercontent.com/u/10255509?v=4
164,Ben Jones,415,,https://lh6.googleusercontent.com/-sT0RGMyeYHU/AAAAAAAAAAI/AAAAAAAACf0/pSfmdBSAQIg/photo.jpg
165,jamie,414,https://github.com/jamie,https://avatars.githubusercontent.com/u/1093?v=4
166,Joshua Shanks,413,,https://avatars.githubusercontent.com/u/62661?v=4
166,ANTRat,413,https://github.com/ANTRat,https://avatars.githubusercontent.com/u/177834?v=4
168,Austin Kong,411,https://github.com/austinstkong,https://avatars.githubusercontent.com/u/7272064?v=3
169,Isaac Mounce,409,,https://lh4.googleusercontent.com/-Cg-rHGtIr8Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdmsggSvPs6Jouwv8VMENoYU6OQag/photo.jpg
170,zgrep,408,,https://avatars.githubusercontent.com/u/5672439?v=4
171,wooferzfg,403,https://github.com/wooferzfg,https://avatars.githubusercontent.com/u/8262173?v=4
172,ratmatix,392,https://github.com/ratmatix,https://avatars1.githubusercontent.com/u/11814050?v=4
173,Thomas Kennedy,389,https://github.com/Qvist30,https://avatars.githubusercontent.com/u/12225611?v=4
173,Miłosz Rembisz,389,,https://lh3.googleusercontent.com/a/ACg8ocL6s56ZlczqxnspaK6ez14XWyaPITHmbSgxyx5SDP7CfBc=s96-c
175,Remy Oukaour,387,,https://lh3.googleusercontent.com/-tJuD8cjl5Gs/AAAAAAAAAAI/AAAAAAAAALQ/Y6C7O1qy6ls/photo.jpg
176,Brian Lee,383,https://twitter.com/BrianLeeWow,http://pbs.twimg.com/profile_images/1446020638695591939/8HgnE1VT.png
177,IMovedYourCheese,382,,
178,dfyz,380,https://github.com/dfyz,https://avatars.githubusercontent.com/u/42850?v=4
179,David Clyde,377,,https://lh3.googleusercontent.com/a-/AOh14GgtbW9UrzY2AY6dQKvscsysLLBbEwNa0kRDAv3q6Q=s96-c
179,Bradcomp,377,https://github.com/Bradcomp,https://avatars.githubusercontent.com/u/6647517?v=4
181,vasi,376,https://github.com/vasi,https://avatars.githubusercontent.com/u/3305?v=4
182,Colin Gooding,374,,https://lh6.googleusercontent.com/-XXIccT0V47c/AAAAAAAAAAI/AAAAAAAAABE/YYUXdJFkaD0/photo.jpg
183,Stephen Rees-Carter,370,,https://lh3.googleusercontent.com/-Ut7_zMjvpQw/AAAAAAAAAAI/AAAAAAAAOxE/AskxvU3QeDI/photo.jpg
184,EthanNicholas,369,,
185,ludic,366,,
186,@iscoresports,365,https://twitter.com/iscoresports,http://pbs.twimg.com/profile_images/1241478020/iscoresports_twitter.png
186,Aymen Djellal,365,,https://avatars.githubusercontent.com/u/5965677?v=4
188,Chris Penner,363,,https://lh3.googleusercontent.com/-5YILzyP6eko/AAAAAAAAAAI/AAAAAAAAAC4/FZj9MflHaAI/photo.jpg
189,Peter Ingleby,362,,https://lh4.googleusercontent.com/-Iqo3DMoNo1I/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-jDReq2WsRmfbkFLW_lxGPtnxqoCA/mo/photo.jpg
190,Justin Vanderheide,360,,https://lh3.googleusercontent.com/a-/AOh14Gj3EcOpd44S34gg3JAHXS2FWOotz3B7e5_5wKOfpg=s96-c
191,(anonymous user #18301),358,,
191,Thomas Lamb,358,https://github.com/tclamb,https://avatars3.githubusercontent.com/u/1987615?v=4
191,tonyta,358,https://github.com/tonyta,https://avatars.githubusercontent.com/u/5795302?v=4
194,aburnson,357,https://github.com/aburnson,https://avatars.githubusercontent.com/u/9678001?v=3
195,Константин К,356,,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg
196,Dwayne Towell,352,,https://lh3.googleusercontent.com/a/ACg8ocLc5_yruAZZ0Uufrk-3jbqLqqOA2hpddwiqrYi1vhL4ew=s96-c
197,Frank Chu,351,,https://lh5.googleusercontent.com/-LZFeXDzsjQw/AAAAAAAAAAI/AAAAAAAAfH4/pmdv84POaJI/photo.jpg
198,gchan,350,https://github.com/gchan,https://avatars.githubusercontent.com/u/1182969?v=4
199,Lincoln Atkinson,346,https://twitter.com/LincolnAtkinson,http://pbs.twimg.com/profile_images/526621402560876546/u1bGsHl-.jpeg
200,GiedriusS,342,https://github.com/GiedriusS,https://avatars.githubusercontent.com/u/2377233?v=4
201,Antonín Lejsek,340,,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg
201,Marco Ippolito,340,,https://lh3.googleusercontent.com/a/ACg8ocIQTArNONe_9bT4p9bOqAOYmhOWpx8c1xFu5qipJReyZ-pb=s96-c
203,David Bishop,338,https://github.com/teancom,https://avatars3.githubusercontent.com/u/609527?v=4
204,Cory Chamblin,337,https://github.com/chamblin,https://avatars.githubusercontent.com/u/240570?v=4
205,(anonymous user #35470),336,,
205,Chouser,336,https://twitter.com/chrishouser,http://pbs.twimg.com/profile_images/570248395362844672/EWfuxLj_.jpeg
205,SimonPrins (AoC++),336,,https://avatars.githubusercontent.com/u/6427655?v=4
208,g-p-g,335,https://github.com/g-p-g,https://avatars.githubusercontent.com/u/6975605?v=3
209,Katharine Berry,334,https://github.com/Katharine,https://avatars.githubusercontent.com/u/110792?v=4
210,Joseph Emmons,333,,https://avatars.githubusercontent.com/u/4185329?v=3
211,Benjamin Geiger,332,,https://lh3.googleusercontent.com/a-/ALV-UjV3rwARIcBqA1KB5ZaP0UhUhHpdMQC2_v3kdfGSgYuCwWA1m8W8zLNYHfd_TGNupWpF_YYv_agLE4EPkS-SNy3on9siUTZb71jpRK2_spYW99UmQP94YaV8J1RTATvsW4ESqbdrgEFkSqvSi8y1rX
212,Juven Ardine,331,,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg
213,Jonah,328,,https://avatars.githubusercontent.com/u/699684?v=4
213,Drew Buck,328,,https://lh3.googleusercontent.com/a/ACg8ocLLK0BdZ1flrhGYKg1j1pnejH_MYTnvyKmr_RKLYL3uhc4=s96-c
215,tomtheisen,324,https://github.com/tomtheisen,https://avatars.githubusercontent.com/u/2049910?v=4
215,Jacob Young,324,,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg
217,Rossen,321,,https://avatars.githubusercontent.com/u/2720787?v=4
218,Jaroslaw Sadziński,320,,https://lh3.googleusercontent.com/a/ACg8ocKZT--zJDcqWoDDTBq78UTR54T7KcrtLqdgssUshcO4IHuc=s96-c
219,Kevin Lawler,319,https://github.com/kevinlawler,https://avatars.githubusercontent.com/u/376238?v=3
220,Piotr Piatkowski,318,,https://lh3.googleusercontent.com/-9cnV8icQPno/AAAAAAAAAAI/AAAAAAAAAAA/F_lkr90wzec/photo.jpg
220,Steven LoFurno,318,https://github.com/slofurno,https://avatars.githubusercontent.com/u/2799533?v=4
220,radek Olsak,318,,https://lh3.googleusercontent.com/a-/AOh14GghJ4UqCp1FNerZrbEBEZatAgjUgEQCjHRvIzarHg=s96-c
223,(anonymous user #3311),316,,
224,Ryan Wirth,315,,https://lh4.googleusercontent.com/-3Z9JTGQM0tg/AAAAAAAAAAI/AAAAAAAAACE/9op80nGV96U/photo.jpg
225,m1el,313,,https://avatars.githubusercontent.com/u/540652?v=4
226,thedufer,310,https://github.com/thedufer,https://avatars.githubusercontent.com/u/21338?v=4
227,Crunchyapple44,309,,
227,evandrix,309,https://github.com/evandrix,https://avatars2.githubusercontent.com/u/169669?v=4
229,Miguel Duarte,308,,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg
230,BoppreH,307,https://github.com/boppreh,https://avatars1.githubusercontent.com/u/231856?v=4
231,alexmaswarrior,306,,http://pbs.twimg.com/profile_images/576144560675393536/s7Z1yiCS.jpeg
232,Cristian Radu,303,https://github.com/cristianradu,https://avatars.githubusercontent.com/u/603676?v=4
233,jlmcmchl,298,,
234,(anonymous user #32268),296,,
235,Vilsol,295,https://github.com/Vilsol,https://avatars.githubusercontent.com/u/1759390?v=4
235,Alex Malecker,295,,https://lh3.googleusercontent.com/a/AATXAJwPVK6iX_exO91_Gxw3pbabSbFNfdC65adUf1mz=s96-c
237,(anonymous user #362),293,,
238,marchelzo,288,,
239,aimWithReason,286,,
240,Jesse Rolheiser,285,https://github.com/jrolheiser,https://avatars.githubusercontent.com/u/12201405?v=4
240,SkyterX,285,https://github.com/SkyterX,https://avatars.githubusercontent.com/u/2210602?v=3
242,Jake Herman,284,,https://lh3.googleusercontent.com/a/ACg8ocJzplwaSsit3Z5bR8QbT7WtO1G_pLRZMG_2lIITmyq7=s96-c
243,Paweł Pamuła,283,,https://lh3.googleusercontent.com/a/AEdFTp5RWEfuDtYrzSTvTMKm-i1K49uKF_nbD2KAAEmfzA=s96-c
244,Toby Scrace,281,https://github.com/Toby-S,https://avatars1.githubusercontent.com/u/3465139?v=4
244,Jeff Till,281,,https://lh3.googleusercontent.com/a/AAcHTteCy9pOdN0NzOASk-z-TndxyWFG4LXoeIVyWXd5=s96-c
244,player1537,281,https://github.com/player1537,https://avatars2.githubusercontent.com/u/1215969?v=4
247,Paul Johnson,280,,https://lh3.googleusercontent.com/a/AEdFTp53zZL7LXJM4BsOXlmhz02MRvtseekDDmwCE90z44k=s96-c
247,lizthegrey (AoC++),280,https://github.com/lizthegrey,https://avatars.githubusercontent.com/u/614704?v=4
249,Jeff Jankowski,279,https://github.com/JeffJankowski,https://avatars3.githubusercontent.com/u/5688647?v=4
249,rdpp_boyakasha,279,,
251,Rob Biedenharn,278,https://github.com/rab,https://avatars.githubusercontent.com/u/21304?v=4
251,tomKPZ,278,,https://avatars.githubusercontent.com/u/9124077?v=4
253,elguillaume,276,,
253,Momin Khan,276,https://github.com/foolmoron,https://avatars.githubusercontent.com/u/1753413?v=4
255,David Glick,274,https://github.com/davisagli,https://avatars.githubusercontent.com/u/49014?v=4
256,favrik,272,https://github.com/favrik,https://avatars0.githubusercontent.com/u/57216?v=4
257,pgao,270,https://github.com/pgao,https://avatars2.githubusercontent.com/u/850144?v=4
257,jonathanpaulson,270,https://github.com/jonathanpaulson,https://avatars.githubusercontent.com/u/1028734?v=4
259,Zopherus,268,,https://avatars.githubusercontent.com/u/12876762?v=3
260,Joel Verhagen,267,https://github.com/joelverhagen,https://avatars.githubusercontent.com/u/94054?v=3
261,@rabcyr,266,https://twitter.com/rabcyr,http://pbs.twimg.com/profile_images/609837069586857984/TafXv28z.jpg
262,Boris Egorov,265,https://github.com/JIghtuse,https://avatars.githubusercontent.com/u/908960?v=4
262,Jessica Codr,265,,https://lh3.googleusercontent.com/a/ALm5wu12xMJwXyekAWlYwzkKXFeRhY8tTmqS6z7fiwzulA0=s96-c
264,@Doolwind,264,https://twitter.com/Doolwind,http://pbs.twimg.com/profile_images/663860282905796608/TH7JkUk3.jpg
264,bd808,264,https://github.com/bd808,https://avatars.githubusercontent.com/u/6469?v=3
